"Tipus ens","Òrgan contractant","Contracte núm","Tipus de contracte","Objecte contracte","Data formalització","Preu contracte","Data formalització modificació","Import modificació","Modificació prevista en el plec","Modificació no prevista en el plec","% variació sobre el preu del contracte"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'INFORMÀTICA DE BARCELONA","17000470-005","Serveis","Serveis manteniment i evolució Arquitectura","14/05/2018",2694915.61,"30/12/1899","32022.49","X","","1.19"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'INFORMÀTICA DE BARCELONA","18000013-002","Subministraments","Llicències Microsoft Entrerprise","24/05/2018",4178419.78,"30/12/1899","1453.79","X","","0.03"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'INFORMÀTICA DE BARCELONA","18000014-001","Serveis","Serveis mant i evolució Tramitació telemàtica AM","05/07/2018",1355637.37,"30/08/2020","69566.90","X","","5.13"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'INFORMÀTICA DE BARCELONA","18000019-002","Serveis","AM J2EE, .Net i Client/Servidor Gerència Recursos","02/07/2018",1885971.73,"20/12/2019","32985.10","X","","1.75"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'INFORMÀTICA DE BARCELONA","18000020-003","Serveis","AM SAP Gerència Recursos","20/06/2018",979811.58,"15/10/2019","9721.14","X","","0.99"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'INFORMÀTICA DE BARCELONA","18000029-002","Serveis","MANT. EVOLUCIÓ APP. INFORM. (AM) DRETS SOCIALS","20/07/2018",2012531.47,"30/12/1899","50000.00","X","","2.48"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'INFORMÀTICA DE BARCELONA","18000063-002","Serveis","AM DIRECCIÓ D'INFORMACIÓ DE BASE I CARTOGRAFIA","05/07/2018",451238.05,"03/12/2019","19998.69","X","","4.43"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'INFORMÀTICA DE BARCELONA","18000064-002","Serveis","AM APP SAP ECOFIN I CONTRACT. GERENCIA PRES I ECO","03/09/2018",3547985.33,"30/12/1899","161853.49","X","","4.56"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'INFORMÀTICA DE BARCELONA","18000066-001","Serveis","AM SAP BPC Gerència Presidència i Economia","08/11/2018",1033863.66,"05/10/2019","-35966.18","X","","-3.48"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'INFORMÀTICA DE BARCELONA","18000067-003","Serveis","AM APP entorn mòbil i OSAM","02/10/2018",1414689.55,"30/12/1899","82152.00","X","","5.81"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'INFORMÀTICA DE BARCELONA","18000069-004","Serveis","AM Business Intelligence","23/07/2018",1627739.45,"20/12/2019","37000.00","X","","2.27"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'INFORMÀTICA DE BARCELONA","18000076-001","Serveis","AM eArxiu","03/08/2018",351635.38,"02/08/2019","-12244.41","X","","-3.48"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'INFORMÀTICA DE BARCELONA","18000077-001","Serveis","AM Gerència Seguretat i Prevenció","03/09/2018",1164395.69,"08/05/2019","-37000.00","","X","-3.18"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'INFORMÀTICA DE BARCELONA","18000088-004","Serveis","Construcció implantació NOU IRIS","02/10/2018",1088492.1,"30/12/1899","43605.62","X","","4.01"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'INFORMÀTICA DE BARCELONA","18000215-001","Subministraments","SUBSCRIPCIÓ DE LLICÈNCIES DE PRODUCTES ADOBE","15/11/2018",187488.89,"30/12/1899","4254.96","X","","2.27"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL D'INFORMÀTICA DE BARCELONA","19000034-001","Serveis","INFR. MANT. GOV I SEGUR. WEBS LAMP DIR COMUN. AJ","24/07/2019",1206054.4,"08/10/2019","-16884.76","X","","-1.40"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICPAL DE MERCATS DE BARCELONA","129/19","Obres","Desconstrucció mercat de Sant Andreu","19/09/2018",7896096.2,"24/04/2019","-1541.35","","X","-0.02"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICPAL DE MERCATS DE BARCELONA","149/19","serveis","Direcció d'obres Remodelació mercat Vall d'Hebrón","15/10/2018",497896.85,"29/05/2019","49500.00","","X","9.94"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICPAL DE MERCATS DE BARCELONA","282/19","Obres","Remodelació mercat del Bon Pastor","01/12/2016",7939995.0,"17/10/2019","0.00","","X","0.00"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICPAL DE MERCATS DE BARCELONA","293/19","Obres","Construcció accés amb ascensor mercat Vall d'Hebrón","21/01/2018",476388.97,"14/10/2019","-36475.67","","X","-7.66"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICPAL DE MERCATS DE BARCELONA","352/19","Obres","Trasllat magatzems mercat Besòs","13/06/2019",485898.49,"19/12/2019","56268.04","X","","11.58"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICPAL DE MERCATS DE BARCELONA","186/19","Serveis","Servei integral vigilància i auxiliar Fira de Bellcaire","01/06/2017",766444.32,"14/06/2019","22635.36","","X","2.95"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE PERSONES AMB DISCAPACITAT","2017140","Serveis","Disseny operatiu del Servei de la Xarxa Solidària de Productes de Suport de Barcelona i la seva coordinació i dinamització.","22/12/2017",160374.77,"30/10/2019","12829.98","X","","0.08"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL DE PARCS I JARDINS DE BARCELONA","17/0092-00-AM/01","Serveis","Modificació de la prestació del servei per a inventariar espais verds dels Districtes 2, 3, 5, 6, 10 per a l'ús en el Natura Espais Verds","04/10/2017",398214.34,"09/04/2019","25724.02","X","","0.06"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL DE PARCS I JARDINS DE BARCELONA","17/0123-00-AM/01","Serveis","Modificació del contracte del servei de neteja i recollida selectiva dels edificis i locals adscrits a Parcs i Jardins de Barcelona, amb mesures de contractació pública sostenible","03/06/2019",900599.13,"15/01/2020","134919.39","X","","0.15"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL DE PARCS I JARDINS DE BARCELONA","17/0172-01-AM/01","Serveis","Modificació del contracte del servei de manteniment preventiu, correctiu i treballs en planxa i pintura per als vehicles propietat de Parcs i Jardins de Barcelona, Institut Municipal . Lot 1: Camions","23/10/2017",291295.4,"03/04/2019","58259.08","X","","0.20"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL DE PARCS I JARDINS DE BARCELONA","18/0183-00-AM/01","Obres","Modificació del contracte de les obres d'arranjament per a la resolució de les patologies existents de diferents centres de treball amb mesures de contractació pública sostenible","13/12/2018",286666.25,"11/06/2019","0.00","","X","0.00"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL DE PARCS I JARDINS DE BARCELONA","18/0215-00-AM/01","Subministraments","Modificació del contracte de subministrament elèctric derivat de l'encàrrec de gestió núm. 551/18 de l'Ajuntament de Barcelona i organismes dependents a Tersa (Barcelona Energia) ","",254395.0,"","149978.98","","X","0.59"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL DE PARCS I JARDINS DE BARCELONA","18/0236-00-AM/01","Subministraments","Modificació del contracte del subministrament de consumibles d'informàtica (productes estàndards) derivat de l'Acord Marc de l'Ajuntament de Barcelona amb codi de contracte 17002855 fins al 24 de maig de 2019","25/07/2018",26000.46,"21/05/2019","14000.00","","X","0.54"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL DE PARCS I JARDINS DE BARCELONA","18/0244-00-AM/01","Serveis","Modificació del contracte dels serveis per a la realització de tasques docents en el Centre de Formació del Laberint ","26/11/2018",30492.0,"05/12/2019","1500.00","X","","0.05"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL DE PARCS I JARDINS DE BARCELONA","18/0265-00-AM/01","Subministraments","Modificació del contracte del subministrament de material d'oficina fins el 27 de setembre de 2019","",8002.66,"","4000.00","","X","0.50"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL DE PARCS I JARDINS DE BARCELONA","19/0001-00-AM/01","Serveis","Contractació de la provisió del servei de SAP Recursos Humans en mode SaaS (Software as a Service) amb solució pròpia a Parcs i Jardins de Barcelona, Institut Municipal i amb mesures de contractació pública sostenible","28/12/2018",515295.95,"08/11/2019","40656.68","X","","0.08"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL DE PARCS I JARDINS DE BARCELONA","19/0099-00-AM/01","Subministraments","Modificació del contracte del lloguer d'un grup electrogen per la caseta de jardiners dels Jardins de Joan Brossa","",1158.39,"","654.49","","X","0.56"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL DE PARCS I JARDINS DE BARCELONA","19/0116-00-AM/01","Serveis","Modificació del contracte del servei de gestió de l'allotjament dels membres del Jurat Internacional i obtentors de les varietats concursants del 19è Concurs Internacional de Roses Noves de Barcelona","",3139.56,"","174.42","","X","0.06"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DEL PAISATGE URBÀ I QUALITAT DE VIDA","U180000028","Obres","Remodelació paret migera de l'Aqüeducte Romà","24/05/2018",309494.89,"18/12/2019","147690.65","x","","47.72"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","16000018-004","Gestió Serveis Públics","ZONA 1 SAD 2016 - 2017","02/03/2016",28479795.04,"31/12/2019","1215594.39","","x",""
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","16000020-004","Gestió Serveis Públics","ZONA 3 SAD 2016 - 2017","11/02/2016",29776644.7,"30/10/2019","4416262.51","x","",""
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","16000021-003","Gestió Serveis Públics","ZONA 4 SAD 2016 - 2017","02/03/2016",29825689.04,"31/12/2019","2937114.02","","x",""
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","16000092-001","Subministraments","SUBMINISTRAMENT MAQUINES MULTIFUNCIO IMSS","04/03/2017",326841.13,"04/06/2019","65368.22","X","",""
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","18000088L01-002","Serveis","APATS EN COMPANYIA: CIUTAT VELLA I SANTS-MONTJUÏC","01/03/2019",1841972.44,"","246542.54","x","",""
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","18000088L02-002","Serveis","APATS EN COMPANYIA: LES CORTS, SARRIA-ST.GERVASI..","01/03/2019",1336887.2,"","165972.10","x","",""
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","18000088L03-002","Serveis","APATS EN COMPANYIA: HORTA-GUINARDO, NOU BARRIS.","01/03/2019",2241959.5,"","229121.02","x","",""
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","18000088L04-002","Serveis","APATS A DOMICILI A TOTA LA CIUTAT DE BARCELONA","01/03/2019",5894900.0,"","1239246.30","x","",""
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","18000120L01-001","Obres","CIUTAT VELLA  C/Nou de Sant Francesc, 10","19/03/2019",939375.94,"30/12/2019","141717.51","","x",""
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A15003232-001","Serveis","Gestió conflictes d'àmbit social a l'espai públic","01/01/2016",1482806.46,"13/06/2019","137547.71","","x",""
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A16001080-003","Serveis","Gestió del servei de teleassistència","01/01/2017",34237958.85,"","1600000.00","x","",""
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A16001080-005","Serveis","Gestió del servei de teleassistència","01/01/2017",34237958.85,"","1000000.00","x","",""
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A16001080-006","Serveis","Gestió del servei de teleassistència","01/01/2017",34237958.85,"","741702.25","x","",""
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A16002509-001","Serveis","Gestió del E.I. Nou Barris","01/01/2017",5946241.29,"14/06/2019","84714.83","","x",""
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A16002977-001","Serveis","Servei d'habitatges d'inclusió (Lot 1)","01/01/2017",937321.8,"13/06/2019","32545.92","x","",""
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A16003523-002","Serveis","Recollida, emmagatzematge... béns i estris","01/01/2017",7002490.22,"","600000.00","x","",""
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A17002202","Serveis","Allotjament en centres residencials","04/04/2017",10581375.28,"","1800000.00","x","",""
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL D'URBANISME","NEG18120001","Obres","Obres definides al projecte per a la construcció d'un centre de maniobra pel subministrament elèctric a Can Batlló al bloc 4 amb mesures de contractació pública sostenible","07/03/2019",62920.0,"14/05/2042","43665.00","","X","0.25"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL D'URBANISME","CPB16120003","Serveis","Serveis actualització del projecte i direcció facultativa de les obres de l'interior d'illa comprès entre els carrers Roc Boronat, Almogàvers, Ciutat de Granada i Sancho d'Àvila (Plaça Dolors Piera), Districte de Sant Martí","22/05/2017",95814.33,"18/10/2116","43605.00","","X","0.13"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL D'URBANISME","CPB16120011","Obres","Obres projecte d'urbanització d'obertura del carrer Diputació entre el c. Tarragona i el c. de la Creu Coberta. Districte de Sant Martí.","14/07/2017",772177.68,"24/03/3647","43514.00","","X","0.20"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL D'URBANISME","CPB16120012","Serveis","Serveis de Direcció Facultativa de les obres definides al projecte d'obertura del c. Diputació entre c. Tarragona i c. Creu Coberta. Districte de Sants Montjuïc.","29/05/2017",51727.5,"15/01/2017","43549.00","","X","0.20"
"SOCIETATS PRIVADES MUNICIPALS","INFORMACIÓ I COMUNICACIÓ DE BARCELONA, S.A SPM","140109","Serveis","Difusió del senyal de betevé 91.0 FM-Modificació potència","01/09/2014",60124.0,"15/07/2019","21914.00","","X","36.00"
"SOCIETATS PRIVADES MUNICIPALS","INFORMACIÓ I COMUNICACIÓ DE BARCELONA, S.A SPM","180080","Serveis","Producció btv notícies 73 districte Sants-Modificació contraprestació econòmica ","01/01/2019",41047.17,"01/06/2019","-30.785,38","","X","-25"
"SOCIETATS PRIVADES MUNICIPALS","INFORMACIÓ I COMUNICACIÓ DE BARCELONA, S.A SPM","180079","Serveis","Producció btv notícies 73 districte Les Corts-Modificació contraprestació econòmica ","01/01/2019",41047.17,"01/06/2019","-30.785,38","","X","-25"
"SOCIETATS PRIVADES MUNICIPALS","INFORMACIÓ I COMUNICACIÓ DE BARCELONA, S.A SPM","190027","Serveis"," Prestació de Serveis per a la producció del programa ""La Cartellera"" - MODIFICACIÓ","01/09/2019",148807.31,"07/10/2019","-18.367,71","","X","-12,35"
"SOCIETATS PRIVADES MUNICIPALS","INFORMACIÓ I COMUNICACIÓ DE BARCELONA, S.A SPM","190026","Serveis"," Prestació de Serveis per a la producció del programa ""La Família Barris"" -MODIFICACIÓ","01/09/2019",254227.05,"07/10/2019","-18.944,05","","X","-7,46"
"SOCIETATS PRIVADES MUNICIPALS","INFORMACIÓ I COMUNICACIÓ DE BARCELONA, S.A SPM","190005","Serveis","Recepció i atenció d'usuaris per a betevé-Modificació per increment SMI recepcionistes","01/01/2019",7260.0,"30/04/2019","1455.42","","X","20.00"
"SOCIETATS PRIVADES MUNICIPALS","INFORMACIÓ I COMUNICACIÓ DE BARCELONA, S.A SPM","170038","Serveis","Vestuari i estilisme pels programes de betevé-Modificació per reducció de vestuari i estilisme","21/09/2017",91839.0,"21/01/2019","-4.555,30","","X","-5"
"SOCIETATS PRIVADES MUNICIPALS","INFORMACIÓ I COMUNICACIÓ DE BARCELONA, S.A SPM","180081","Serveis","Producció Magazine radiofònic 91.0 fm","01/01/2019",126203.0,"01/04/2019","9625.55","","X","7.60"
"CONSORCIS","CONSORCI MUSEU D'ART CONTEMPORANI DE BARCELONA","2017-01","Serveis","Servei Educadors","17/10/2017",174705.67,"31/05/2019","14641.00","x","","0.08"
"CONSORCIS","CONSORCI MUSEU D'ART CONTEMPORANI DE BARCELONA","2018-05","Serveis","Web","18/07/2018",145684.0,"25/06/2019","23309.44","x","","0.16"
"CONSORCIS","CONSORCI MUSEU D'ART CONTEMPORANI DE BARCELONA","2018-40","Serveis","Transport Concentració Marclay","04/03/2019",27504.7,"26/03/2019","4552.70","x","","0.17"
"CONSORCIS","CONSORCI MUSEU D'ART CONTEMPORANI DE BARCELONA","2019-04","Serveis","Consultoria valoració de llocs de treball","24/05/2019",46283.0,"18/10/2019","9256.50","x","","0.20"
"SOCIETATS PRIVADES MUNICIPALS","MERCABARNA","OB18104-LOT1","OBRES","OBRES REHABILITACIO PAVIMENT MCFIH,PAVELLONS B I C I ESTRUCTURA DE FORMIGO DE L’ESCORXADOR","15/06/2018",208815.78,"06/05/2019","20552.26","X","","0.10"
"SOCIETATS PRIVADES MUNICIPALS","MERCABARNA","OB18123","OBRES","OBRES MERCAT MAJORISTA PRODUCTE ECOLOGIC (FASE1)","16/11/2018",1985473.42,"08/07/2019","51033.67","X","","0.03"
"SOCIETATS PRIVADES MUNICIPALS","MERCABARNA","NEG16105-LOT1","SERVEIS","SERVEI CERTIFICACIO ISO 9001-14001","07/07/2016",9952.25,"04/06/2019","46.46","X","","0.00"
"CONSORCIS","CONSORCI DEL MERCAT DE LES FLORS","F17-247","SERVEIS","SERVEI DE SUPORT TÈCNIC","31/08/2017",320892.0,"02/07/2019","52001.01","x","","0.16"
"SOCIETATS PRIVADES MUNICIPALS","PARC D'ATRACCIONS TIBIDABO, S.A.","2015PATSA076CAL01M003","Serveis ","Modificació del Contracte de Servei de vigilància i control del Parc d'Atraccions del Tibidabo","29/09/2015",81346.0,"26/06/2019","8136.40","X","","0.10"
"SOCIETATS PRIVADES MUNICIPALS","PARC D'ATRACCIONS TIBIDABO, S.A.","2017PATSA168CAL01M001","Serveis ","Modificació del Contracte relatiu al servei d'assistència mèdica i primers auxilis als visitants del Parc d'Atraccions del Tibidabo i al personal de PATSA","16/01/2018",103903.29,"08/05/2019","10390.32","X","","0.10"
"SOCIETATS PRIVADES MUNICIPALS","PARC D'ATRACCIONS TIBIDABO, S.A.","2018PATSA067CAL01M001","Serveis ","Modificació del Contracte relatiu al servei d’auditories higiènicoalimentaries, analítiques d’aliments i assessorament específic en matèria de legislació alimentària, per als centres de restauració del Parc d’atraccions Tibidabo ","08/05/2019",23533.07,"25/11/2019","7059.92","X","","0.30"
"SOCIETATS PRIVADES MUNICIPALS","PARC D'ATRACCIONS TIBIDABO, S.A.","2016PATSA142SL01M003","Serveis ","Modificació Contracte relatiu a la Redacció del projecte mecànic, adaptació a la màquina existent i al sofware i al hardware, redacció del projecte de dissent de la imatge i estètcia, fabricació, subministrament i transport dels nous vehicles i del manterial electromecànic, la retirada dels antics vehicles, l'instal.lació i posada en sevei de nous vehicles i per a l'assessorament tècnic durant les fases de redacció de projecte i execució d'obra de la nova plataforma del funicular de Patsa","11/05/2017",10438971.83,"29/04/2019","0.00","X","","0.00"
"SOCIETATS PRIVADES MUNICIPALS","PARC D'ATRACCIONS TIBIDABO, S.A.","2017PATSA187OBOL01M002","Obres","Modificació Contracte d'Obres del Projecte de reforma de la plaça i nou jardí vertical a l'àmbit de l'edifici oficines del Parc d'Atraccions del tibidabo amb suport als processos d'inserció laboral i d'exclusió social.","05/04/2018",309546.94,"15/03/2019","30900.00","X","","0.10"
"SOCIETATS PRIVADES MUNICIPALS","TRACTAMENT I ELIMINACIÓ DE RESIDUS, S.A. - TERSA","CTTE269M001","Obres","Modificat obres de rehabilitació de l'estructura de formigo-fossar d'escories de la PVE.","21/07/2017",574223.05,"28/01/2019","52164.77","X","","0.09"
"SOCIETATS PRIVADES MUNICIPALS","TRACTAMENT I ELIMINACIÓ DE RESIDUS, S.A. - TERSA","CTTE368M001","Subministrament","Modificat de l'ampliació i millora del subministrament del hardware i software del sistema de control d'accessos i presencia al grup TERSA.","13/09/2018",52466.52,"02/01/2019","9196.00","X","","0.20"
"SOCIETATS PRIVADES MUNICIPALS","TRACTAMENT I ELIMINACIÓ DE RESIDUS, S.A. - TERSA","CTTE271L002M001","Subministrament","Muntatge d'instal.lació fotovoltaica sobre la coberta de la planta d'envasos del CTRM.","06/09/2017",349892.67,"12/07/2019","12301.54","X","","0.03"
"SOCIETATS PRIVADES MUNICIPALS","TRACTAMENT I ELIMINACIÓ DE RESIDUS, S.A. - TERSA","CTTE360M001","Subministrament","Subministrament i muntatge d'elements auxiliars per el manteniment i neteja de maquinària de la Planta de Tractament d'envasos en el CTRM.","18/10/2018",406322.19,"20/09/2019","21983.28","X","","0.05"
"SOCIETATS PRIVADES MUNICIPALS","FOMENT DE CIUTAT, S.A.","F160000001","Obres","2016/17 Obres rehabilitació Robador 43","24/11/2017",946058.86,"01/12/2019","100614.92","x","","10.64"
"SOCIETATS PRIVADES MUNICIPALS","FOMENT DE CIUTAT, S.A.","F170000006","Obres","2017/ 540 Modificat Arc de Sant Pau 16 (PIM)","08/03/2018",356411.9,"26/03/2019","32400.59","x","","9.09"
"SOCIETATS PRIVADES MUNICIPALS","FOMENT DE CIUTAT, S.A.","F170000009","Serveis","Serveis de suport a la lectura Menjallibres ID/2017/592","02/01/2018",162952.1,"01/12/2019","16668.94","x","","10.23"
"SOCIETATS PRIVADES MUNICIPALS","FOMENT DE CIUTAT, S.A.","F180000008","Serveis","Modif. Servei de vigilància la Model","02/07/2018",84544.18,"30/10/2019","1141.76","x","","1.35"
"SOCIETATS PRIVADES MUNICIPALS","FOMENT DE CIUTAT, S.A.","F180000009","Serveis","Modificat Antenció públic la Model","26/06/2018",50904.76,"01/01/2019","2029.72","x","","3.99"
"SOCIETATS PRIVADES MUNICIPALS","FOMENT DE CIUTAT, S.A.","F180000104","Obres","2018/684 Obres realtives a l'espai de Cal.listenia al nou eix d'espais esportius a l'aire lliure del Camí del Rec de Trinitat Vella","07/01/2019",78742.06,"01/07/2019","8163.95","x","","10.37"
