"Tipus ens","Nom ens","Règim jurídic d'aplicació","Escala","Subescala","Categoria","Grup","Subgrup","Temporalitat","Gènere","Nombre"
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","DIRECTIUS","","","","Directius","","Fix","D","1"
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL EVENTUAL","","","","De confiança o d'assessorament","A1","Fix","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL EVENTUAL","","","","De confiança o d'assessorament","A1","Fix","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL EVENTUAL","","","","De confiança o d'assessorament","A2","Fix","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL EVENTUAL","","","","De confiança o d'assessorament","A2","Fix","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL EVENTUAL"," ","","","De confiança o d'assessorament","C1","Fix","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL EVENTUAL","","","","De confiança o d'assessorament","C1","Fix","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL EVENTUAL","","","","De confiança o d'assessorament","C2","Fix","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL EVENTUAL","","","","De confiança o d'assessorament","C2","Fix","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala tècnica","","Tècnic/a superior","A1","Fix","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala tècnica","","Tècnic/a superior","A1","Fix","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala tècnica","","Tècnic/a superior","A1","Interí i temporal","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala tècnica","","Tècnic/a superior","A1","Interí i temporal","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala de gestió","","Tècnic/a mitjà/na","A2","Fix","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala de gestió","","Tècnic/a mitjà/na","A2","Fix","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala de gestió","","Tècnic/a mitjà/na","A2","Interí i temporal","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala de gestió","","Tècnic/a mitjà/na","A2","Interí i temporal","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala administrativa","","Administratiu/iva","C1","Fix","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala administrativa","","Administratiu/iva","C1","Fix","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala administrativa","","Administratiu/iva","C1","Interí i temporal","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala administrativa","","Administratiu/iva","C1","Interí i temporal","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala auxiliar","","Auxiliar administratiu/iva","C2","Fix","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala auxiliar","","Auxiliar administratiu/iva","C2","Fix","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala auxiliar","","Auxiliar administratiu/iva","C2","Interí i temporal","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala auxiliar","","Auxiliar administratiu/iva","C2","Interí i temporal","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala subalterna","","Subaltern/a","E","Fix","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala subalterna","","Subaltern/a","E","Fix","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala subalterna","","Subaltern/a","E","Interí i temporal","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració general","Subsecala subalterna","","Subaltern/a","E","Interí i temporal","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","","Titulat/da superior","A1","Fix","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","","Titulat/da superior","A1","Fix","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","","Titulat/da superior","A1","Interí i temporal","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","","Titulat/da superior","A1","Interí i temporal","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","Personal de salut","","A1","Fix","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","Personal de salut","","A1","Fix","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","Personal de salut","","A1","Interí i temporal","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","Personal de salut","","A1","Interí i temporal","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","Personal de docència","","A1","Fix","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","Personal de docència","","A1","Fix","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","Personal de docència","","A1","Interí i temporal","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","Personal de docència","","A1","Interí i temporal","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","","Tècnic/a de grau mitjà","A2","Fix","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","","Tècnic/a de grau mitjà","A2","Fix","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","","Tècnic/a de grau mitjà","A2","Interí i temporal","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","","Tècnic/a de grau mitjà","A2","Interí i temporal","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","Personal de salut","","A2","Fix","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","Personal de salut","","A2","Fix","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","Personal de salut","","A2","Interí i temporal","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","Personal de salut","","A2","Interí i temporal","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","Personal de docència","","A2","Fix","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","Personal de docència","","A2","Fix","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","Personal de docència","","A2","Interí i temporal","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","Personal de docència","","A2","Interí i temporal","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","Auxiliar tècnic/a","","C1","Fix","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","Auxiliar tècnic/a","","C1","Fix","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","Auxiliar tècnic/a","","C1","Interí i temporal","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració especial","Subsecala tècnica","Auxiliar tècnic/a","","C1","Interí i temporal","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de comeses especials","","Titulat/ada superior","A1","Fix","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de comeses especials","","Titulat/ada superior","A1","Fix","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de comeses especials","","Titulat/ada superior","A1","Interí i temporal","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de comeses especials","","Titulat/ada superior","A1","Interí i temporal","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de comeses especials","","Diplomat/ada","A2","Fix","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de comeses especials","","Diplomat/ada","A2","Fix","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de comeses especials","","Diplomat/ada","A2","Interí i temporal","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de comeses especials","","Diplomat/ada","A2","Interí i temporal","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de comeses especials","","Tècnic/a especialista","C1","Fix","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de comeses especials","","Tècnic/a especialista","C1","Fix","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de comeses especials","","Tècnic/a especialista","C1","Interí i temporal","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de comeses especials","","Tècnic/a especialista","C1","Interí i temporal","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de comeses especials","","Auxiliars tècnics","C2","Fix","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de comeses especials","","Auxiliars tècnics","C2","Fix","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de comeses especials","","Auxiliars tècnics","C2","Interí i temporal","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de comeses especials","","Auxiliars tècnics","C2","Interí i temporal","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de personal d'oficis","","","C1","Fix","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de personal d'oficis","","","C1","Fix","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de personal d'oficis","","","C1","Interí i temporal","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de personal d'oficis","","","C1","Interí i temporal","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de personal d'oficis","","","C2","Fix","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de personal d'oficis","","","C2","Fix","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de personal d'oficis","","","C2","Interí i temporal","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de personal d'oficis","","","C2","Interí i temporal","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de personal d'oficis","","","E","Fix","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de personal d'oficis","","","E","Fix","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de personal d'oficis","","","E","Interí i temporal","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL FUNCIONARI","Escala d'administració especial","Subescala de serveis especials de personal d'oficis","","","E","Interí i temporal","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","A1","Fix","H","9"
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","A1","Fix","D","9"
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","A2","Fix","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","A2","Fix","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","C1","Fix","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","C1","Fix","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","C2","Fix","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","C2","Fix","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","E","Fix","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","E","Fix","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","A1","Interí i temporal","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","A1","Interí i temporal","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","A2","Interí i temporal","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","A2","Interí i temporal","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","C1","Interí i temporal","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","C1","Interí i temporal","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","C2","Interí i temporal","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","C2","Interí i temporal","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","E","Interí i temporal","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL LABORAL ESTRUCTURAL","","","","Personal de conveni","E","Interí i temporal","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL LABORAL CONJUNTURAL","","","","Llicenciatura","A1","Interí i temporal","H","4"
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL LABORAL CONJUNTURAL","","","","Llicenciatura","A1","Interí i temporal","D","10"
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL LABORAL CONJUNTURAL","","","","Diplomatura","A2","Interí i temporal","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL LABORAL CONJUNTURAL","","","","Diplomatura","A2","Interí i temporal","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL LABORAL CONJUNTURAL","","","","Batxillerat - FP2","C1","Interí i temporal","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL LABORAL CONJUNTURAL","","","","Batxillerat - FP2","C1","Interí i temporal","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL LABORAL CONJUNTURAL","","","","Graduat escolar - FP1","C2","Interí i temporal","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL LABORAL CONJUNTURAL","","","","Graduat escolar - FP1","C2","Interí i temporal","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL LABORAL CONJUNTURAL","","","","Certificat d'escolaritat","E","Interí i temporal","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL LABORAL CONJUNTURAL","","","","Certificat d'escolaritat","E","Interí i temporal","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL LABORAL CONJUNTURAL","","","","Altres","","Interí i temporal","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ BARCELONA MOBILE WORLD CAPITAL FOUNDATION","PERSONAL LABORAL CONJUNTURAL","","","","Altres","","Interí i temporal","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ CARLES PI I SUNYER D'ESTUDIS AUTONÒMICS I LOCALS","DIRECTIUS","","","","Directius","","Fix","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ CARLES PI I SUNYER D'ESTUDIS AUTONÒMICS I LOCALS","DIRECTIUS","","","","Directius","","Fix","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ CARLES PI I SUNYER D'ESTUDIS AUTONÒMICS I LOCALS","PERSONAL EVENTUAL","","","","De confiança o d'assessorament","A1","Fix","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ CARLES PI I SUNYER D'ESTUDIS AUTONÒMICS I LOCALS","PERSONAL EVENTUAL","","","","De confiança o d'assessorament","A1","Fix","D",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ CARLES PI I SUNYER D'ESTUDIS AUTONÒMICS I LOCALS","PERSONAL EVENTUAL","","","","De confiança o d'assessorament","A2","Fix","H",""
"FUNDACIONS I ASSOCIACIONS","FUNDACIÓ CARLES PI I SUNYER D'ESTUDIS AUTONÒMICS I LOCALS","PERSONAL EVENTUAL","","","","De confiança o d'assessorament","A2","Fix","D",""
