"CARRER","NOM_CARRER","PRIMER_NUM","ULTIM_NUM","TIPUSNUM","DISTRICTE","SECC_CENS","AEB","BARRI","SECC_EST","DPOSTAL"
112004,"Escorial","0002","0012",2,6,81,133.0,32,47.0,8025
112004,"Escorial","0014","0062",2,6,82,134.0,32,64.0,8024
112004,"Escorial","0094","0128",2,6,84,134.0,32,55.0,8024
112004,"Escorial","0130","0154",2,6,85,134.0,32,116.0,8024
112004,"Escorial","0156","0172",2,6,86,134.0,32,115.0,8024
112004,"Escorial","0174","0192",2,6,25,120.0,30,118.0,8024
112004,"Escorial","0194","0214",2,6,24,120.0,30,121.0,8024
112106,"Escornalbou","0001B","0021A",1,7,35,140.0,35,45.0,8041
112106,"Escornalbou","0021B","0021B",1,7,36,140.0,35,43.0,8041
112106,"Escornalbou","0021","0021",1,7,35,140.0,35,45.0,8041
112106,"Escornalbou","0023B","0043",1,7,36,140.0,35,43.0,8041
112106,"Escornalbou","0002","0008",2,7,35,140.0,35,45.0,8041
112106,"Escornalbou","0010","0068",2,7,34,140.0,35,45.0,8041
112208,"Escudellers","0001","0071",1,1,29,11.0,2,73.0,8002
112208,"Escudellers","0002","0040",2,1,30,12.0,2,87.0,8002
112208,"Escudellers","0042","0058",2,1,31,12.0,2,84.0,8002
112300,"Ptge Escudellers","0001","0007",1,1,30,12.0,2,87.0,8002
112300,"Ptge Escudellers","0002","0010",2,1,30,12.0,2,87.0,8002
112401,"Escudellers Blancs","0001","0007",1,1,29,11.0,2,75.0,8002
112401,"Escudellers Blancs","0002","0014",2,1,29,11.0,2,73.0,8002
112503,"Escuder","0001","0003",1,1,40,15.0,3,13.0,8003
112503,"Escuder","0005B","0005B",1,1,39,15.0,3,13.0,8003
112503,"Escuder","0005","0005",1,1,40,15.0,3,13.0,8003
112503,"Escuder","0007","0019",1,1,39,15.0,3,13.0,8003
112503,"Escuder","0002","0004",2,1,40,15.0,3,11.0,8003
112503,"Escuder","0006","0012",2,1,39,15.0,3,11.0,8003
112605,"Rier Escuder","0009","0027",1,3,95,73.0,18,177.0,8028
112605,"Rier Escuder","0029","0057",1,3,94,72.0,18,175.0,8028
112605,"Rier Escuder","0006","0032",2,3,96,73.0,18,177.0,8028
112605,"Rier Escuder","0034","0060",2,3,94,72.0,18,175.0,8028
112751,"Codonyer","0001","0005",1,5,1,91.0,22,183.0,8017
112751,"Codonyer","0002","0010",2,5,1,91.0,22,183.0,8017
112809,"Escoles","0001","0023",1,10,38,207.0,65,106.0,8018
112809,"Escoles","0002","0020",2,10,38,207.0,65,107.0,8018
112900,"Ptge Escoles","0001","0011",1,2,65,29.0,7,184.0,8009
112900,"Ptge Escoles","0002","0004",2,2,65,29.0,7,184.0,8009
113007,"Escoles Pies","0001","0017",1,5,55,105.0,26,4.0,8017
113007,"Escoles Pies","0019","0035",1,5,53,105.0,26,4.0,8017
113007,"Escoles Pies","0037","0057",1,5,25,99.0,24,139.0,8017
113007,"Escoles Pies","0059","0079",1,5,27,99.0,24,138.0,8017
113007,"Escoles Pies","0081","0089",1,5,29,99.0,24,137.0,8017
113007,"Escoles Pies","0091","0101A",1,5,30,99.0,24,137.0,8017
113007,"Escoles Pies","0101B","0101B",1,5,31,100.0,25,178.0,8017
113007,"Escoles Pies","0101","0101",1,5,30,99.0,24,134.0,8017
113007,"Escoles Pies","0103A","0105",1,5,31,100.0,25,178.0,8017
113007,"Escoles Pies","0002","0018",2,5,55,105.0,26,5.0,8017
113007,"Escoles Pies","0020","0030",2,5,53,105.0,26,5.0,8017
113007,"Escoles Pies","0032","0052",2,5,25,99.0,24,131.0,8017
113007,"Escoles Pies","0054","0090",2,5,26,99.0,24,131.0,8017
113007,"Escoles Pies","0102B","0130",2,5,31,100.0,25,102.0,8017
113007,"Escoles Pies","0132","0140",2,5,32,100.0,25,102.0,8017
113007,"Escoles Pies","0107","0127",1,5,32,100.0,25,179.0,8017
113007,"Escoles Pies","0092","0100",2,5,30,99.0,24,133.0,8017
113109,"Escultor Canet","0001","0015",1,3,78,70.0,17,194.0,8028
113109,"Escultor Canet","0002","0016",2,3,78,70.0,17,195.0,8028
113109,"Escultor Canet","0018","0046",2,3,77,70.0,17,196.0,8028
113109,"Escultor Canet","0017","0043",1,3,76,70.0,17,196.0,8028
113200,"Enric Clarasó","0002","0020",2,6,9,116.0,28,158.0,8035
113200,"Enric Clarasó","0001","0027",1,6,9,116.0,28,158.0,8035
113302,"Escultor Llimona","0001","0041",1,8,6,157.0,44,6.0,8031
113302,"Escultor Llimona","0002","0012",2,8,8,157.0,44,5.0,8031
113302,"Escultor Llimona","0036B","0054",2,8,3,157.0,44,7.0,8031
113302,"Escultor Llimona","0014","0034",2,8,6,157.0,44,6.0,8031
113404,"Escultor Ordóñez","0001","0051",1,8,37,163.0,45,63.0,8016
113404,"Escultor Ordóñez","0129","0201",1,8,32,163.0,45,52.0,8016
113404,"Escultor Ordóñez","0203","0213",1,8,31,163.0,45,51.0,8016
113404,"Escultor Ordóñez","0096","0170",2,8,27,162.0,45,45.0,8016
113404,"Escultor Ordóñez","0053","0127",1,8,35,163.0,45,58.0,8016
113404,"Escultor Ordóñez","0002","0044",2,8,26,161.0,45,42.0,8016
113426,"Pl Esct R Rocamora","0001","0001",1,4,56,90.0,21,82.0,8034
113506,"Escultors Claperós","0055","0063",1,10,37,206.0,65,101.0,8018
113506,"Escultors Claperós","0065","0087",1,10,32,206.0,65,106.0,8018
113506,"Escultors Claperós","0038","0046",2,10,41,207.0,65,108.0,8018
113506,"Escultors Claperós","0002B","0036",2,10,38,207.0,65,107.0,8018
113506,"Escultors Claperós","0001","0053",1,10,234,"",65,101.0,8018
113608,"Escultura","0001","0001",1,7,94,151.0,40,196.0,8035
113608,"Escultura","0003B","0007",1,7,95,151.0,40,196.0,8035
113608,"Escultura","0002","0004",2,7,94,151.0,40,196.0,8035
113608,"Escultura","0008","0012",2,7,95,151.0,40,198.0,8035
113700,"Pl Isop","0001","0003",1,7,88,149.0,38,222.0,8035
113700,"Pl Isop","0005","0007",1,7,87,149.0,38,221.0,8035
113700,"Pl Isop","0009","0009",1,7,88,149.0,38,222.0,8035
113700,"Pl Isop","0002","0004",2,7,88,149.0,38,222.0,8035
113700,"Pl Isop","0006","0006",2,7,87,149.0,38,221.0,8035
113700,"Pl Isop","0008","0010",2,7,88,149.0,38,222.0,8035
113801,"Espaseria","0001","0015",1,1,45,16.0,4,28.0,8003
113801,"Espaseria","0002","0022",2,1,46,16.0,4,29.0,8003
113903,"Espalter","0001","0011",1,1,7,3.0,1,109.0,8001
113903,"Espalter","0002","0010",2,1,7,3.0,1,108.0,8001
114000,"Pl Espanya","0003","0003",1,3,24,59.0,11,57.0,8004
114000,"Pl Espanya","0005","0005",1,3,53,67.0,15,93.0,8014
114000,"Pl Espanya","0007","0007",1,3,47,66.0,15,94.0,8014
114000,"Pl Espanya","0009","0009",1,2,149,50.0,9,78.0,8015
114000,"Pl Espanya","0006","0008",2,3,47,66.0,15,94.0,8014
114000,"Pl Espanya","0010","0010",2,2,149,50.0,9,78.0,8015
114000,"Pl Espanya","0002","0004",2,3,24,59.0,11,57.0,8004
114000,"Pl Espanya","0001","0001",1,2,150,51.0,10,23.0,8015
114101,"Espanya Industrial","0001","0019",1,3,106,75.0,18,139.0,8014
114101,"Espanya Industrial","0002","0022",2,3,50,66.0,15,138.0,8014
114203,"Esparreguera","0001","0015",1,6,44,125.0,31,2.0,8012
114203,"Esparreguera","0002","0010",2,6,43,125.0,31,5.0,8012
114305,"Esparteria","0001B","0023",1,1,45,16.0,4,28.0,8003
114305,"Esparteria","0002","0022",2,1,45,16.0,4,27.0,8003
114407,"Esparver","0002","0036",2,3,32,62.0,13,58.0,8038
114407,"Esparver","0001","0015",1,3,32,62.0,13,58.0,8038
114509,"Av Espasa","0001","0009",1,4,56,90.0,21,82.0,8034
114509,"Av Espasa","0002","0012",2,5,6,94.0,23,172.0,8034
114600,"Esperança","0001","0033",1,5,31,100.0,25,178.0,8017
114600,"Esperança","0002B","0040",2,5,31,100.0,25,178.0,8017
114702,"Ptge Esperança","0001","0015",1,8,14,159.0,44,22.0,8016
114702,"Ptge Esperança","0002","0014",2,8,14,159.0,44,22.0,8016
114804,"Espiell","0001","0013",1,8,4,157.0,44,11.0,8031
114804,"Espiell","0002","0026",2,8,4,157.0,44,12.0,8031
