"Tipus ens","Òrgan contractant","Número de contracte","Tipus de contracte","Objecte contracte","Preu inicial del contracte","Data formalització pròrroga","Preu de la pròrroga","Data inici pròrroga","Data final pròrroga","Número pròrroga"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL DE PARCS I JARDINS DE BARCELONA","17/0094-00-PR/01"," Subministraments ","Pròrroga del contracte de subministrament de material de lampisteria i reg","350000.85","29/04/2019","350000.85","06/07/2019","05/07/2021","Primera"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL DE PARCS I JARDINS DE BARCELONA","17/0100-00-PR/01"," Subministraments ","Pròrroga del contracte de subministrament de material de construcció per un període d'un any","140000.00","29/04/2019","67500.00","06/07/2019","05/07/2020","Primera"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL DE PARCS I JARDINS DE BARCELONA","17/0172-01-PR/01"," Serveis ","Pròrroga del servei de manteniment preventiu, correctiu i treballs en planxa i pintura per als vehicles propietat de Parcs i Jardins de Barcelona, Institut Municipal . Lot 1: Camions","291295.40","22/10/2019","291295.40","24/10/2019","23/10/2021","Primera"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL DE PARCS I JARDINS DE BARCELONA","17/0172-02-PR/01"," Serveis ","Pròrroga del servei de manteniment preventiu, correctiu i treballs en planxa i pintura per als vehicles propietat de Parcs i Jardins de Barcelona, Institut Municipal. Lot 2: furgonetes i turismes","297926.81","15/10/2019","297926.81","23/10/2019","22/10/2021","Primera"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL DE PARCS I JARDINS DE BARCELONA","17/0181-00-PR/01"," Subministraments ","Pròrroga de la Contractació del subministrament de carburants pels vehicles de l'Institut, pel període comprés entre el dia 1 de novembre de 2019 i fins el 31 d'octubre del 2020","720000.00","","360000.00","01/11/2019","31/10/2020","Primera"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL DE PARCS I JARDINS DE BARCELONA","17/0183-00-PR/01"," Serveis ","Pròrroga del contracte dels manteniments preventius periòdics i reparacions de les plataformes mòbils elevadores de persones, per a un període de dos anys, amb mesures de contractació pública sostenible","70000.00","20/08/2019","70000.00","29/11/2019","28/11/2021","Primera"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL DE PARCS I JARDINS DE BARCELONA","17/0208-00-PR/01"," Serveis ","Pròrroga del contracte del servei de conservació de la jardineria i neteja del Jardí Tarradellas de la ciutat de Barcelona amb criteris de contractació pública sostenible","32524.68","01/10/2019","32524.68","29/11/2019","28/11/2021","Primera"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL DE PARCS I JARDINS DE BARCELONA","18/0184-00-PR/01"," Serveis ","Pròrroga de la contractació de l'assistència tècnica i el suport jurídic i logístic en la tramitació dels processos de gestió d'expedients sancionadors amb mesures de contractació pública sostenible","41442.50","13/06/2019","41442.50","30/07/2019","29/07/2020","Primera"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL DE PARCS I JARDINS DE BARCELONA","18/0227-00-CS/01"," Serveis ","Continuïtat de la prestació del servei de conservació de la jardineria i neteja del Parc de la Guineueta i zones d'influència, amb criteris d'eficiència energètica i mediambientals (Contracte reservat a centres especials d'ocupació, d'acord amb la Disposició Addicional 4ª del LCSP)","138000.00","01/02/2019","12710.53","04/02/2019","17/02/2019","Continuitat servei"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL DE PARCS I JARDINS DE BARCELONA","18/0244-00-PR/01"," Serveis ","Pròrroga del contracte dels serveis per a la realització de tasques docents en el Centre de Formació del Laberint ","30492.00","04/10/2019","30492.00","27/11/2019","26/11/2020","Primera"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL DE PARCS I JARDINS DE BARCELONA","18/0275-00-PR/01"," Subministraments ","Pròrroga del contracte de subministrament de paper en raima reciclat fins al 25 d'octubre de 2020 derivat del acord marc per al subministrament de paper per a impressió i escriptura de la Comissió Central de Subministraments de la Generalitat de Catalunya (Exp.  CCS 2017 12)  i de la subhasta electrònica 1.511 (Exp. 1082/18 i 1082/19) del Servei Central de Compres de l'Ajuntament de Barcelona","5021.92","","5021.92","10/12/2019","25/10/2020","Primera"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL DE PARCS I JARDINS DE BARCELONA","19/0035-00-CS/01"," Serveis ","Continuïtat del servei de conservació de la jardineria i neteja del Parc de la Pegaso i zones d'influència (Contracte reservat a Centres Especials d'Ocupació)","154771.53","11/07/2019","232074.78","15/07/2019","14/04/2020","Continuitat servei"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL DE PARCS I JARDINS DE BARCELONA","19/0081-00-CS/01"," Serveis ","Continuïtat del servei de conservació de la jardineria i neteja del Parc de la Guineueta i zones d'influència, amb mesures de contractació pública sostenible (condicionat a l'inici de l'execució del contracte 19/0247)","224950.96","20/08/2019","224950.96","18/10/2019","17/06/2020","Continuitat servei"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL DE PARCS I JARDINS DE BARCELONA","19/0100-00-CS/01"," Serveis ","Continuïtat del servei de tancament dels espais verds tancats de la ciutat de Barcelona amb mesures de contractació pública sostenible","90241.99","05/12/2019","25783.40","06/12/2019","05/02/2020","Continuitat servei"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DEL PAISATGE URBÀ I LA QUALITAT DE VIDA","U150000006"," Serveis ","Avaluació de riscos laborals","4719.00","15/05/2019","1013.18","01/09/2019","31/08/2020","2a"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DEL PAISATGE URBÀ I LA QUALITAT DE VIDA","U160000048"," Subministraments ","Serveis de telecomunicacions","33092.10","26/06/2019","16949.62","01/01/2020","31/12/2020","2a"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DEL PAISATGE URBÀ I LA QUALITAT DE VIDA","U160000052"," Serveis ","Seguiment de baixes mèdiques","1802.80","23/01/2019","1620.72","10/01/2019","09/01/2021","2a"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DEL PAISATGE URBÀ I LA QUALITAT DE VIDA","U160000072"," Serveis ","Reconeixements mèdics al personal","4072.80","08/11/2019","1018.20","03/11/2019","02/11/2020","2a"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","15000089-003"," Serveis ","CONTRACTE DEL SERVEI D'APATS SOCIALS","9018559.30","31/12/2018","375773.30","01/02/2019","28/02/2019","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","16000018-005"," Gestió Serveis Públics ","ZONA 1 SAD 2016 - 2017","28479795.04","30/12/2019","15534433.66","01/01/2020","31/10/2020","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","16000019-004"," Gestió Serveis Públics ","ZONA 2 SAD 2016 - 2017","25140861.81","31/12/2019","13713197.35","01/01/2020","31/10/2020","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","16000020-005"," Gestió Serveis Públics ","ZONA 3 SAD 2016 - 2017","29776644.70","31/10/2019","3248361.24","01/11/2019","31/12/2019","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","16000020-006"," Gestió Serveis Públics ","ZONA 3 SAD 2016 - 2017","29776644.70","30/12/2019","16241806.20","01/01/2020","31/10/2020","2"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","16000021-004"," Gestió Serveis Públics ","ZONA 4 SAD 2016 - 2017","29825689.04","30/12/2019","16268557.66","01/01/2020","31/10/2020","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","16000027-003"," Serveis ","SERVEI GESTIO PROJECTE RADARS A BARCELONA","742774.28","31/05/2019","238306.75","01/07/2019","31/12/2019","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","16000027-005"," Serveis ","SERVEI GESTIO PROJECTE RADARS A BARCELONA","742774.28","31/12/2019","170219.11","01/01/2020","31/05/2020","2"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","16000136-002"," Serveis ","LOT COORDINACIO CONTRACTE POBRESA ENERGETICA","1561804.12","10/01/2019","546631.44","19/01/2019","30/09/2019","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","16000136-004"," Serveis ","LOT COORDINACIO CONTRACTE POBRESA ENERGETICA","1561804.12","22/05/2019","780902.06","01/10/2019","30/09/2020","2"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","16000137-002"," Serveis ","LOT 2 TERRITORIAL NOU BARRIS","394504.75","10/01/2019","138076.67","19/01/2019","30/09/2019","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","16000137-003"," Serveis ","LOT 2 TERRITORIAL NOU BARRIS","394504.75","22/05/2019","197252.38","01/10/2019","30/09/2020","2"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","16000138-002"," Serveis ","LOT 3 TERRITORIAL SANT ANDREU I SANT MARTI","405047.86","10/01/2019","141766.75","19/01/2019","30/09/2019","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","16000138-003"," Serveis ","LOT 3 TERRITORIAL SANT ANDREU I SANT MARTI","405047.86","22/05/2019","202523.93","01/10/2019","30/09/2020","2"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","16000139-002"," Serveis ","LOT 4 TERRITORIAL CIUTAT VELLA I EIXAMPLE","404523.00","10/01/2019","141583.05","19/01/2019","30/09/2019","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","16000139-003"," Serveis ","LOT 4 TERRITORIAL CIUTAT VELLA I EIXAMPLE","404523.00","22/05/2019","202261.50","01/10/2019","30/09/2020","2"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","16000140-002"," Serveis ","LOT 5 TERRITORIAL SARRIA - ST. GERVASI","414000.00","10/01/2019","144900.00","19/01/2019","30/09/2019","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","16000140-003"," Serveis ","LOT 5 TERRITORIAL SARRIA - ST. GERVASI","414000.00","22/05/2019","207000.00","01/10/2019","30/09/2020","2"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","16000141-002"," Serveis ","LOT 6 TERRITORIAL GRACIA I HORTA-GUINARDO","400712.58","19/01/2019","140249.40","19/01/2019","30/09/2019","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","16000141-003"," Serveis ","LOT 6 TERRITORIAL GRACIA I HORTA-GUINARDO","400712.58","22/05/2019","200356.28","01/10/2019","30/09/2020","2"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","18000039-001"," Serveis ","SERVEIS DE VIGILANCIA I SEGURETAT CSS","262862.82","31/05/2019","184003.61","01/06/2019","30/11/2019","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","18000039-002"," Serveis ","SERVEIS DE VIGILANCIA I SEGURETAT CSS","262862.82","20/11/2019","157715.02","01/12/2019","31/05/2020","2"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","18000105-001"," Serveis ","Gestió de l'OPAI","222816.20","08/07/2019","222816.20","17/07/2019","31/10/2019","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","18000105-003"," Serveis ","Gestió de l'OPAI","222816.20","14/12/2019","191580.28","01/11/2019","31/01/2020","2"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A14002803-005"," Serveis ","Gestió del CUESB","5692943.22","30/04/2019","2162915.58","01/05/2019","31/12/2019","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A14002969-003"," Gestió Serveis Públics ","Gestió de l'equipament integral Zona Franca","3661327.51","01/07/2019","152288.27","01/07/2019","31/07/2019","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A14005278-002"," Gestió Serveis Públics ","Plces acolliment Llar Pere Barnés","1072877.23","01/07/2019","44843.14","01/07/2019","31/07/2019","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A14005278-003"," Gestió Serveis Públics ","Places acolliment Llar Pere Barnés","1072877.23","31/07/2019","224705.67","01/08/2019","31/12/2019","2"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A15000201-002"," Administratiu Especial ","LOT 1-GESTIÓ SERVEI ""PRIMER LA LLAR""","1202419.00","01/07/2019","111093.75","01/07/2019","30/09/2019","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A15000201-003"," Administratiu Especial ","LOT 1-GESTIÓ SERVEI ""PRIMER LA LLAR""","1202419.00","30/09/2019","111093.75","01/10/2019","31/12/2019","2"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A15000202-002"," Administratiu Especial ","LOT 2-GESTIÓ SERVEI ""PRIMER LA LLAR""","1313888.79","01/07/2019","120394.92","01/07/2019","30/09/2019","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A15000202-003"," Administratiu Especial ","LOT 2-GESTIÓ SERVEI ""PRIMER LA LLAR""","1313888.79","30/09/2019","120394.92","01/10/2019","31/12/2019","2"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A15002360-002"," Serveis ","Gestió Servei Inserció Social Famílies rom (SISFA","803913.81","24/05/2019","249198.74","01/07/2019","31/12/2019","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A15003102-001"," Serveis ","Gestió servei famílies col·laboradores a BCN","192336.52","16/04/2019","50998.29","01/05/2019","30/11/2019","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A15003102-002"," Serveis ","Gestió servei famílies col·laboradores a BCN","192336.52","19/12/2019","36427.37","01/12/2019","30/04/2020","2"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A15003104-001"," Serveis ","Servei acolliment residencial nocturn Sarrià","1301458.97","19/12/2019","325501.12","01/01/2020","30/06/2020","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A15003232-002"," Serveis ","Gestió conflictes d'àmbit social a l'espai públic","1482806.46","31/12/2019","482878.13","01/01/2020","31/05/2020","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A15003347-001"," Serveis ","DETECCIÓ I INTERVENCIÓ AL CARRER MENORS ESTRANGERS","371620.50","31/12/2019","116129.63","01/01/2020","31/05/2020","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A15003349-001"," Gestió Serveis Públics ","GESTIO DEL CENTRE D'ACOLLIMENT FAMILIAR NAVAS","499878.14","31/12/2019","124969.54","01/01/2020","30/06/2020","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A15003468-001"," Serveis ","LOT 1 Habitatges amb Serveis per a Gent Gran","948391.76","31/12/2019","237097.94","01/01/2020","30/06/2020","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A15003469-001"," Serveis ","LOT 2 Habitatges amb Serveis a la Gent Gran","886212.20","31/12/2019","221553.05","01/01/2020","30/06/2020","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A15003470-001"," Serveis ","LOT 3 Habitatges amb Serveis per a Gent Gran","705200.42","31/12/2019","176300.11","01/01/2020","30/06/2020","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A15003471-001"," Serveis ","LOT 4 Habitatges amb Serveis per a Gent Gran","706881.08","31/12/2019","176720.27","01/01/2020","30/06/2020","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A15003495-001"," Serveis ","Acolliment residencial Masia Can Planas","2068262.61","31/12/2019","519745.84","01/01/2020","30/06/2020","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A15004732-002"," Serveis ","Suport tècnic per estudi, diagnosi ... al CAUV","173862.98","24/05/2019","51136.17","01/07/2019","31/12/2019","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A16001080-004"," Serveis ","Gestió del servei de teleassistència","34237958.85","31/12/2019","12203846.75","01/01/2020","31/12/2020","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A16001690-003"," Serveis ","Gestió Centre Obert Sant Martí (lot-1)","879186.25","31/08/2019","146531.04","01/09/2019","31/12/2019","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A16001690-004"," Serveis ","Gestió Centre Obert Sant Martí (lot-1)","879186.25","31/12/2019","219796.56","01/01/2020","30/06/2020","2"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A16001691-003"," Serveis ","Gestió Centre Obert Les Corts-Sants (lot-2)","925941.54","30/08/2019","154323.59","01/09/2019","31/12/2019","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A16001691-004"," Serveis ","Gestió Centre Obert Les Corts-Sants (lot-2)","925941.54","31/12/2019","231485.38","01/01/2020","30/06/2020","2"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A16001971-001"," Serveis ","Gestió del CAFT Sant Pere Més Baix","718834.62","05/08/2019","63963.92","01/10/2019","31/12/2019","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A16001971-002"," Serveis ","Gestió del CAFT Sant Pere Més Baix","718834.62","31/12/2019","127927.84","01/01/2020","30/06/2020","2"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A16002073-004"," Serveis ","Serveis de seguretat als EAIA","53066.85","12/04/2019","9383.43","01/05/2019","31/08/2019","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A16002073-005"," Serveis ","Serveis de seguretat als EAIA","53066.85","06/08/2019","7037.57","01/09/2019","30/11/2019","2"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A16002073-006"," Serveis ","Serveis de seguretat als EAIA","53066.85","29/11/2019","2345.85","01/12/2019","31/12/2019","3"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A16002809-002"," Serveis ","Gestió del centre de dia Casa Bloc","1134714.78","13/12/2019","1135751.06","22/12/2019","21/12/2022","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A16003543-002"," Serveis ","Gestió del SIS","4531175.36","31/05/2019","1362186.86","01/06/2019","31/12/2019","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A16003543-003"," Serveis ","Gestió del SIS","4531175.36","31/12/2019","1046328.52","01/01/2020","31/05/2020","2"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A16004610-001"," Serveis ","Gestió habitatges Glòries I i Glòries II","504413.55","01/01/2019","275134.67","01/01/2019","31/12/2019","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A16004610-002"," Serveis ","Gestió habitatges Glòries I i Glòries II","504413.55","31/12/2019","137567.34","01/01/2020","30/06/2020","2"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A16005911-002"," Serveis ","Concert de places residencials Sª.Lluisa Marillac","2663378.94","31/12/2019","669493.20","01/01/2020","30/06/2020","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A17000206-002"," Serveis ","45 places d'acolliment residencial temporal","2168561.85","31/12/2019","590584.68","01/01/2020","30/06/2020","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A17000942-007"," Serveis ","Gestió de l'OPAI","641679.06","31/01/2019","106946.50","01/02/2019","31/03/2019","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A17004040-002"," Serveis ","Gestió apartaments per gent gran Pau Casals","685315.99","13/11/2019","686254.77","01/01/2020","31/12/2021","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A17004050-001"," Serveis ","Habitatges amb serveis per gent gran (Lot 1)","899400.58","31/12/2019","851507.23","01/01/2020","31/12/2021","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A17004051-001"," Serveis ","Habitatges amb serveis per gent gran (Lot 2)","813337.34","31/12/2019","770026.87","01/01/2020","31/12/2021","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A17004054-001"," Serveis ","Habitatges amb serveis per gent gran (Lot 3)","988594.38","31/12/2019","989948.62","01/01/2020","31/12/2021","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A17004057-002"," Serveis ","Habitatges amb serveis per gent gran (Lot 4)","950496.94","31/12/2019","899882.67","01/01/2020","31/12/2021","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A17004110-002"," Serveis ","Gestió/adció.residències mpals. (Lot 1)","3107246.24","16/12/2019","3111502.74","01/01/2020","31/12/2021","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A17004112-002"," Serveis ","Gestió/adció.residències mpals. (Lot 2)","2338907.24","16/12/2019","2342111.23","01/01/2020","31/12/2021","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A17004113-002"," Serveis ","Gestió/adció.residències mpals. (Lot 3)","2605876.56","16/12/2019","2609446.26","01/01/2020","31/12/2021","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A17005067-001"," Serveis ","21 places d'acolliment residencial temporal","1406022.47","31/12/2019","657786.20","01/01/2020","31/12/2020","1"
"ORGANISMES AUTÒNOMS LOCALS","INSTITUT MUNICIPAL DE SERVEIS SOCIALS DE BARCELONA","A17006087-001"," Serveis ","152 places menjador social nocturn La Terrasseta","606507.36","31/12/2019","304762.74","01/01/2020","31/12/2020","1"
"ENTITATS PÚBLIQUES EMPRESARIALS","INSTITUT MUNICIPAL D'URBANISME","CPO18090001"," Serveis ","Serveis de Consultoria, Suport, Atenció al usuaris i desenvolupaments en les aplicacions corporatives de l'IMU per a l'any 2019 amb mesures de contractació pública sostenible","123920.94","28/12/2019","123920.94","28/12/2019","29/12/2020","1a"
"SOCIETATS PRIVADES MUNICIPALS","INFORMACIÓ I COMUNICACIÓ DE BARCELONA, S.A. SPM","140109"," Serveis ","Difusió del senyal de betevé 91.0 FM ","60064.40","01/01/2019","59856.67","01/01/2019","31/08/2019","11"
"SOCIETATS PRIVADES MUNICIPALS","INFORMACIÓ I COMUNICACIÓ DE BARCELONA, S.A. SPM","140109"," Serveis ","Difusió del senyal de betevé 91.0 FM ","60064.40","01/09/2019","68365.00","01/09/2019","31/06/2020","13"
"SOCIETATS PRIVADES MUNICIPALS","INFORMACIÓ I COMUNICACIÓ DE BARCELONA, S.A. SPM","170029"," Serveis ","Serveis connexió plataforma IPTV i distribució betevé a MOVISTAR +","365420.00","07/04/2019","12705.00","07/04/2019","06/05/2019","1"
"SOCIETATS PRIVADES MUNICIPALS","INFORMACIÓ I COMUNICACIÓ DE BARCELONA, S.A. SPM","170029"," Serveis ","Serveis connexió plataforma IPTV i distribució betevé a MOVISTAR +","365420.00","07/05/2019","12705.00","07/05/2019","06/06/2019","2"
"SOCIETATS PRIVADES MUNICIPALS","INFORMACIÓ I COMUNICACIÓ DE BARCELONA, S.A. SPM","170029"," Serveis ","Serveis connexió plataforma IPTV i distribució betevé a MOVISTAR +","365420.00","07/06/2019","84525.00","07/06/2019","06/01/2020","3"
"SOCIETATS PRIVADES MUNICIPALS","INFORMACIÓ I COMUNICACIÓ DE BARCELONA, S.A. SPM","170029"," Serveis ","Serveis connexió plataforma IPTV i distribució betevé a MOVISTAR +","365420.00","07/07/2019","114345.00","07/07/2019","06/04/2020","4"
