"dccontributorauthor","dccontributorother","dccoveragespatial","dccoveragetemporal","dcdatecreated","dcdateissued","dcdescription","dcdescriptionabstract","dcdescriptionsponsorship","dcformat","dcformatextent","dcformatmedium","dcidentifierimagurb","dcidentifierimagurbcd","dcidentifieruri","dcpublisher","dcrelation","dcrights","dcrightsaccessrights","dcrightsnotes","dcrightsrightsHolder","dcrightsuri","dcsubject","dcsubjectforma","dcsubjectimagurb","dctitle","dctype","Unnamed: 27"
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Sant Jaume, Plaça (Barcelona)","","2005-06-14","2005-10-07","Primer pla, picat, d'una de les gàrgoles del  s.XVI. Les trobem a la part superior del pati  del vestíbul de l'Ajuntament de Barcelona.  Solen tenir formes humanes i animals.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26943. 0117a015_14",117.0,"http://hdl.handle.net/11703/65563","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","EDIFICIS INSTITUCIONALS. TERRASSES. GÀRGOLES. Casa de la Ciutat de Barcelona","Casa de la Ciutat","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Sant Jaume, Plaça (Barcelona)","","2005-06-14","2005-10-07","Pla detall lateral d'una de les gàrgoles del  s.XVI. Les trobem a la part superior del pati  del vestíbul de l'Ajuntament de Barcelona.  Solen tenir formes humanes i animals.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26960. 0117a015_31",117.0,"http://hdl.handle.net/11703/65580","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","EDIFICIS INSTITUCIONALS. TERRASSES. GÀRGOLES. Casa de la Ciutat de Barcelona","Casa de la Ciutat","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Sant Jaume, Plaça (Barcelona)","","2005-06-28","2005-10-07","Primer pla d'una part d'un  pinacle en restauració. Les  trobem a la part superior del pati  gòtic de l'Ajuntament de Barcelona.  Solen tenir formes humanes i animals.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26989. 0117a017_59",117.0,"http://hdl.handle.net/11703/65609","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","EDIFICIS INSTITUCIONALS. TERRASSES. PINACLES. Casa de la Ciutat de Barcelona","Casa de la Ciutat","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Sant Jaume, Plaça (Barcelona)","","2005-06-14","2005-10-07","Pla detall lateral d'una de les gàrgoles del  s.XVI. Les trobem a la part superior del pati  del vestíbul de l'Ajuntament de Barcelona.  Solen tenir formes humanes i animals.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26957. 0117a015_28",117.0,"http://hdl.handle.net/11703/65577","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","EDIFICIS INSTITUCIONALS. TERRASSES. GÀRGOLES. Casa de la Ciutat de Barcelona","Casa de la Ciutat","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Sant Jaume, Plaça (Barcelona)","","2005-06-14","2005-10-07","Pla detall superior dels pinacles del  s.XVI. Les trobem a la part superior del pati  gòtic de l'Ajuntament de Barcelona.  Solen tenir formes humanes i animals.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26974. 0117a015_45",117.0,"http://hdl.handle.net/11703/65594","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","EDIFICIS INSTITUCIONALS. TERRASSES. PINACLES. Casa de la Ciutat de Barcelona","Casa de la Ciutat","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Sant Jaume, Plaça (Barcelona)","","2005-06-14","2005-10-06","Pla detall de l'estat de conservació. Es pot  observar la unió d'un element escultòric  amb l'edifici. Corresponent al pati del vestíbul  de l'Ajuntament de Barcelona.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26938. 0117a015_09",117.0,"http://hdl.handle.net/11703/65558","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","EDIFICIS INSTITUCIONALS. TERRASSES. GÀRGOLES. Casa de la Ciutat de Barcelona","Casa de la Ciutat","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Correu Vell, Carrer (Barcelona)","","2005-05-26","2005-10-05","Pla detall d'una zona afectada de la muralla romana del s. IV d.C. Actualment pateixen un gran degradació i s'estan restaurant. Darrera del Pati Llimona.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26909. 0117a007_16",117.0,"http://hdl.handle.net/11703/65532","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","MURALLES. COLOMS. CENTRE CÍVIC PATI LLIMONA (BARCELONA)","Correu Vell","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Correu Vell, Carrer (Barcelona)","","2005-05-26","2005-10-05","Pla detall d'una zona afectada de la muralla romana del s. IV d.C. Actualment pateixen un gran degradació i s'estan restaurant. Darrera del Pati Llimona.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26910. 0117a007_17",117.0,"http://hdl.handle.net/11703/65533","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","MURALLES. COLOMS. CENTRE CÍVIC PATI LLIMONA (BARCELONA)","Correu Vell","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 4. Les Corts. Monestir, Baixada del (Barcelona)","","2005-05-23","2005-10-05","Primer pla de la unió del sostremort. El sostre correspon a la cel·la de Sor Eulàlia de Anzizu del Monestir de Pedralbes.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26902. 0117a006_03",117.0,"http://hdl.handle.net/11703/65527","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","EDIFICIS RELIGIOSOS. MONESTIRS. SOSTREMORT. MONESTIR DE SANTA MARIA DE PEDRALBES (BARCELONA)","Cuina nova del Monestir de Pedralbes","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 4. Les Corts. Monestir, Baixada del (Barcelona)","","2005-05-23","2005-10-05","Primer pla, contrapicat, d'una part de la  cuina. S'hi pot observar dos taulells per  treballar-hi i dos armaris inferiors. Hi ha  ceràmica blava als baixos.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26900. 0117a005_23",117.0,"http://hdl.handle.net/11703/65525","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","EDIFICIS RELIGIOSOS. MONESTIRS. CUINES. MONESTIR DE SANTA MARIA DE PEDRALBES (BARCELONA)","Cuina nova del Monestir de Pedralbes","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 4. Les Corts. Monestir, Baixada del (Barcelona)","","2005-05-23","2005-10-05","Primer pla, contrapicat, de la cuina de ferro  fos. Cuina original de llenya amb sortida de  fums per la part posterior.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26901. 0117a005_27",117.0,"http://hdl.handle.net/11703/65526","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","EDIFICIS RELIGIOSOS. MONESTIRS. CUINES. MONESTIR DE SANTA MARIA DE PEDRALBES (BARCELONA)","Cuina nova del Monestir de Pedralbes","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 4. Les Corts. Monestir, Baixada del (Barcelona)","","2005-05-23","2005-10-05","Pla detall d'una pica rectangular de la cuina. Detall d'una de les piques de l'aigua i les ceràmiques que decoren el suport.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26899. 0117a005_20",117.0,"http://hdl.handle.net/11703/65524","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","EDIFICIS RELIGIOSOS. MONESTIRS. CUINES. MONESTIR DE SANTA MARIA DE PEDRALBES (BARCELONA)","Cuina nova del Monestir de Pedralbes","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Monestir, Baixada del (Barcelona). Barcelona. Districte 5. Sarrià-Sant Gervasi","","2005-06-10","2005-10-05","Pla general d'una paret de la cuina nova  del Monestir. Es pot observar un calentador  a gas, i la seva sortida de fums.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26916. 0117a009_08",117.0,"http://hdl.handle.net/11703/65538","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","MURALLES. EDIFICIS RELIGIOSOS. MONESTIRS. CUINES. MONESTIR DE SANTA MARIA DE PEDRALBES (BARCELONA)","Monestir de Pedralbes","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Monestir, Baixada del (Barcelona). Barcelona. Districte 5. Sarrià-Sant Gervasi","","2005-06-10","2005-10-05","Pla general de la cuina nova en obres del  Monestir. S'observa la zona dels fogons al  centre, i els diferents espais per treballar-hi.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26915. 0117a009_07",117.0,"http://hdl.handle.net/11703/65537","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","MURALLES. EDIFICIS RELIGIOSOS. MONESTIRS. CUINES. MONESTIR DE SANTA MARIA DE PEDRALBES (BARCELONA)","Monestir de Pedralbes","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Monestir, Baixada del (Barcelona). Barcelona. Districte 5. Sarrià-Sant Gervasi","","2005-06-10","2005-10-06","Primer pla d'un element decoratiu en pedra. Es tracta d'una sanefa amb dos dibuixos amb 5 obertures.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26923. 0117a012_05",117.0,"http://hdl.handle.net/11703/65544","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","EDIFICIS RELIGIOSOS. MONESTIRS. ELEMENTS DIVERSOS. MONESTIR DE SANTA MARIA DE PEDRALBES (BARCELONA)","Monestir de Pedralbes","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Monestir, Baixada del (Barcelona). Barcelona. Districte 5. Sarrià-Sant Gervasi","","2005-06-10","2005-10-05","Primer pla, contrapicat, de part del sostre de la cuina nova del Monestir. Es poden observar dos vigues, un arc i dos pilars.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26917. 0117a009_09",117.0,"http://hdl.handle.net/11703/65539","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","MURALLES. EDIFICIS RELIGIOSOS. MONESTIRS. CUINES. MONESTIR DE SANTA MARIA DE PEDRALBES (BARCELONA)","Monestir de Pedralbes","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Sant Jaume, Plaça (Barcelona)","","2005-06-14","2005-10-07","Primer pla lateral d'una de les gàrgoles del  s.XVI. Les trobem a la part superior del pati  del vestíbul de l'Ajuntament de Barcelona.  Solen tenir formes humanes i animals.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26954. 0117a015_25",117.0,"http://hdl.handle.net/11703/65574","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","EDIFICIS INSTITUCIONALS. TERRASSES. GÀRGOLES. Casa de la Ciutat de Barcelona","Casa de la Ciutat","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Sant Jaume, Plaça (Barcelona)","","2005-06-14","2005-10-06","Primer pla, picat, d'una de les gàrgoles del  s.XVI. Les trobem a la part superior del pati  del vestíbul de l'Ajuntament de Barcelona.  Solen tenir formes humanes i animals.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26939. 0117a015_10",117.0,"http://hdl.handle.net/11703/65559","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","EDIFICIS INSTITUCIONALS. TERRASSES. GÀRGOLES. Casa de la Ciutat de Barcelona","Casa de la Ciutat","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Sant Jaume, Plaça (Barcelona)","","2005-06-14","2005-10-07","Pla detall d'una gàrgola del  s.XVI. Les trobem a la part superior del pati  gòtic de l'Ajuntament de Barcelona.  Solen tenir formes humanes i animals.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26976. 0117a016_07",117.0,"http://hdl.handle.net/11703/65596","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","EDIFICIS INSTITUCIONALS. TERRASSES. PINACLES. Casa de la Ciutat de Barcelona","Casa de la Ciutat","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Sant Jaume, Plaça (Barcelona)","","2005-06-14","2005-10-06","Pla general de la terrassa entre l'edifici vell  i el Novissim de l'Ajuntament de Barcelona. S'observen les rajoles en diferents colors,  predominant el color blaus.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26930. 0117a014_06",117.0,"http://hdl.handle.net/11703/65551","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","EDIFICIS INSTITUCIONALS. TERRASSES. Casa de la Ciutat de Barcelona","Casa de la Ciutat","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Sant Jaume, Plaça (Barcelona)","","2005-06-14","2005-10-07","Primer pla lateral d'una de les gàrgoles del  s.XVI. Les trobem a la part superior del pati  del vestíbul de l'Ajuntament de Barcelona.  Solen tenir formes humanes i animals.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26951. 0117a015_22",117.0,"http://hdl.handle.net/11703/65571","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","EDIFICIS INSTITUCIONALS. TERRASSES. GÀRGOLES. Casa de la Ciutat de Barcelona","Casa de la Ciutat","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Sant Jaume, Plaça (Barcelona)","","2005-06-14","2005-10-06","Primer pla del terra del menjador antic de  la Casa d ela Ciutat. Detall de l'encofrat  del terra del menjador original en obres.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26924. 0117a013_01",117.0,"http://hdl.handle.net/11703/65545","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","EDIFICIS INSTITUCIONALS. MENJADORS. RESTAURACIÓ. Casa de la Ciutat de Barcelona","Casa de la Ciutat","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Sant Jaume, Plaça (Barcelona)","","2005-06-14","2005-10-06","Primer pla, contrapicat, de tres gárgoles  del pati del vestíbul de l'Ajuntament de  Barcelona.Les gàrgoles tenen formes humanes  i animals.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26934. 0117a015_02",117.0,"http://hdl.handle.net/11703/65555","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","EDIFICIS INSTITUCIONALS. TERRASSES. GÀRGOLES. Casa de la Ciutat de Barcelona","Casa de la Ciutat","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Sant Jaume, Plaça (Barcelona)","","2005-06-14","2005-10-07","Primer pla, picat, d'una de les gàrgoles del  s.XVI. Les trobem a la part superior del pati  del vestíbul de l'Ajuntament de Barcelona.  Solen tenir formes humanes i animals.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26947. 0117a015_18",117.0,"http://hdl.handle.net/11703/65567","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","EDIFICIS INSTITUCIONALS. TERRASSES. GÀRGOLES. Casa de la Ciutat de Barcelona","Casa de la Ciutat","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Sant Jaume, Plaça (Barcelona)","","2005-06-14","2005-10-06","Pla general del terra en obres del menjador  de l'Ajuntament de Barcelona.Detall de  l'encofrat del terra del menjador original.  S'hi veuen els responsables examinant les  obres.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26925. 0117a013_07",117.0,"http://hdl.handle.net/11703/65546","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","EDIFICIS INSTITUCIONALS. MENJADORS. RESTAURACIÓ. Casa de la Ciutat de Barcelona","Casa de la Ciutat","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Sant Jaume, Plaça (Barcelona)","","2005-06-14","2005-10-07","Pla detall lateral d'una de les gàrgoles del  s.XVI. Les trobem a la part superior del pati  del vestíbul de l'Ajuntament de Barcelona.  Solen tenir formes humanes i animals.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26966. 0117a015_37",117.0,"http://hdl.handle.net/11703/65586","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","EDIFICIS INSTITUCIONALS. TERRASSES. GÀRGOLES. Casa de la Ciutat de Barcelona","Casa de la Ciutat","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Sant Jaume, Plaça (Barcelona)","","2005-06-14","2005-10-07","Pla detall lateral d'una de les gàrgoles del  s.XVI. Les trobem a la part superior del pati  del vestíbul de l'Ajuntament de Barcelona.  Solen tenir formes humanes i animals.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26958. 0117a015_29",117.0,"http://hdl.handle.net/11703/65578","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","EDIFICIS INSTITUCIONALS. TERRASSES. GÀRGOLES. Casa de la Ciutat de Barcelona","Casa de la Ciutat","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Sant Jaume, Plaça (Barcelona)","","2005-06-14","2005-10-07","Primer pla, picat, d'una de les gàrgoles del  s.XVI. Les trobem a la part superior del pati  del vestíbul de l'Ajuntament de Barcelona.  Solen tenir formes humanes i animals.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26944. 0117a015_15",117.0,"http://hdl.handle.net/11703/65564","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","EDIFICIS INSTITUCIONALS. TERRASSES. GÀRGOLES. Casa de la Ciutat de Barcelona","Casa de la Ciutat","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Sant Jaume, Plaça (Barcelona)","","2005-06-14","2005-10-06","Primer pla, contrapicat de la terrassa d'accés a l'antic  menjador de l'Ajuntament de Barcelona. Es  pot observar la construcció de vidre per  unir els dos edificis. Rajoles de diferents colors.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26929. 0117a014_05",117.0,"http://hdl.handle.net/11703/65550","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","EDIFICIS INSTITUCIONALS. TERRASSES. Casa de la Ciutat de Barcelona","Casa de la Ciutat","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Correu Vell, Carrer (Barcelona)","","2005-05-26","2005-10-05","Pla detall d'una zona afectada de la muralla romana del s. IV d.C. Actualment pateixen un gran degradació i s'estan restaurant. Darrera del Pati Llimona.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26911. 0117a007_55",117.0,"http://hdl.handle.net/11703/65534","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","MURALLES. COLOMS. CENTRE CÍVIC PATI LLIMONA (BARCELONA)","Correu Vell","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Correu Vell, Carrer (Barcelona)","","2005-05-26","2005-10-05","Primer pla, contrapicat d'una zona afectada de la muralla romana del s. IV d.C. Actualment pateixen un gran degradació i s'estan restaurant. Darrera del Pati Llimona.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26907. 0117a007_11",117.0,"http://hdl.handle.net/11703/65531","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","MURALLES. CENTRE CÍVIC PATI LLIMONA (BARCELONA)","Correu Vell","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Correu Vell, Carrer (Barcelona)","","2005-05-26","2005-10-05","Primer pla, contrapicat, de la muralla romana del s. IV d.C. Actualment pateixen un gran degradació i s'estan restaurant. Darrera del Pati Llimona.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26905. 0117a007_06",117.0,"http://hdl.handle.net/11703/65530","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","MURALLES. CENTRE CÍVIC PATI LLIMONA (BARCELONA)","Correu Vell","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Correu Vell, Carrer (Barcelona)","","2005-05-26","2005-10-05","Pla detall d'una zona afectada de la muralla romana del s. IV d.C. Actualment pateixen un gran degradació i s'estan restaurant. Darrera del Pati Llimona.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26903. 0117a007_03",117.0,"http://hdl.handle.net/11703/65528","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","MURALLES. CENTRE CÍVIC PATI LLIMONA (BARCELONA)","Correu Vell","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Correu Vell, Carrer (Barcelona)","","2005-05-31","2005-10-05","Pla detall d'una zona afectada de la muralla romana del s. IV d.C. Actualment pateixen un gran degradació i s'estan restaurant. Darrera del Pati Llimona.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26912. 0117a008_02",117.0,"http://hdl.handle.net/11703/65535","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","EDIFICIS RELIGIOSOS. MONESTIRS. MURALLES. CENTRE CÍVIC PATI LLIMONA (BARCELONA)","Correu Vell","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Correu Vell, Carrer (Barcelona)","","2005-05-26","2005-10-05","Pla detall d'una zona afectada de la muralla romana del s. IV d.C. Actualment pateixen un gran degradació i s'estan restaurant. Darrera del Pati Llimona.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26904. 0117a007_05",117.0,"http://hdl.handle.net/11703/65529","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","MURALLES. CENTRE CÍVIC PATI LLIMONA (BARCELONA)","Correu Vell","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Monestir, Baixada del (Barcelona). Barcelona. Districte 5. Sarrià-Sant Gervasi","","2005-06-10","2005-10-05","Primer pla de la cuina nova en obres del  Monestir. S'observa una paret original de  pedra i un espai per a treballar-hi. Decorat,  la part inferior, amb ceràmica blava.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26913. 0117a009_01",117.0,"http://hdl.handle.net/11703/65536","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","MURALLES. EDIFICIS RELIGIOSOS. MONESTIRS. CUINES. MONESTIR DE SANTA MARIA DE PEDRALBES (BARCELONA)","Monestir de Pedralbes","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Monestir, Baixada del (Barcelona). Barcelona. Districte 5. Sarrià-Sant Gervasi","","2005-06-10","2005-10-06","Pla general del pati de clausura del  convent. S'hi pot observar les escales  i part de l'habitatge adjacent.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26920. 0117a011_01",117.0,"http://hdl.handle.net/11703/65541","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","EDIFICIS RELIGIOSOS. MONESTIRS. JARDINS. MONESTIR DE SANTA MARIA DE PEDRALBES (BARCELONA)","Monestir de Pedralbes","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Monestir, Baixada del (Barcelona). Barcelona. Districte 5. Sarrià-Sant Gervasi","","2005-06-10","2005-10-05","Pla general de la zona del refectori del  Monestir. Es pot observar una petita porta,  la xemeneia i unes taules.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26919. 0117a010_02",117.0,"http://hdl.handle.net/11703/65540","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","EDIFICIS RELIGIOSOS. MONESTIRS. REFECTORIS. MONESTIR DE SANTA MARIA DE PEDRALBES (BARCELONA)","Monestir de Pedralbes","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 1. Ciutat Vella. Sant Jaume, Plaça (Barcelona)","","2005-06-14","2005-10-06","Primer pla, contrapicat, de tres gárgoles  del pati del vestíbul de l'Ajuntament de  Barcelona.Les gàrgoles tenen formes humanes  i animals. També s'ho veuen les columnes/merlets  existents.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26936. 0117a015_06",117.0,"http://hdl.handle.net/11703/65557","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","EDIFICIS INSTITUCIONALS. TERRASSES. GÀRGOLES. Casa de la Ciutat de Barcelona","Casa de la Ciutat","image",""
